doc_id	citeulike_id	type	journal	booktitle	series	publisher	pages	volume	number	year	month	postedat	address	title	abstract
1367	1167552	techreport	\N	\N	\N	\N	\N	\N	\N	2007	feb	2007-03-16 12:01:08	\N	trading structure for randomness in wireless opportunistic routing	opportunistic routing is a recent technique that achieves high throughput in the face of lossy wireless links. the current opportunistic routing protocol, exor, ties the mac with routing, imposing a strict schedule on routers‚Äô access to the medium. although the scheduler delivers opportunistic gains, it misses some of the inherent features of the 802.11 mac. for example, it prevents spatial reuse and thus may underutilize the wireless medium. it also eliminates the layering abstraction, making the protocol less amenable to extensions to alternate traffic types such as multicast. this paper presents more, a mac-independent opportunistic routing protocol. more randomly mixes packets before forwarding them. this randomness ensures that routers that hear the same transmission do not forward the same packets. thus, more needs no special scheduler to coordinate routers and can run directly on top of 802.11. experimental results from a 20-node wireless testbed show that more‚Äôs median unicast throughput is 22% higher than exor, and the gains rise to 45% over exor when there is a chance of spatial reuse. for multicast, more‚Äôs gains increase with the number of destinations, and are 35-200% greater than exor.
1368	1169116	article	genome biology	\N	\N	\N	\N	8	3	2007	mar	2007-05-21 03:25:13	\N	reactome: a knowledge base of biologic pathways and processes	reactome http://www.reactome.org, an online curated resource for human pathway data, provides infrastructure for computation across the biologic reaction network. we use reactome to infer equivalent reactions in multiple nonhuman species, and present data on the reliability of these inferred reactions for the distantly related eukaryote saccharomyces cerevisiae. finally, we describe the use of reactome both as a learning resource and as a computational tool to aid in the interpretation of microarrays and similar large-scale datasets.
1369	1169701	electronic	\N	\N	\N	\N	\N	\N	\N	2006	jun	2007-03-17 19:29:12	\N	synonym search in wikipedia: synarcher	the program synarcher for synonym (and related terms) search in the text corpus of special structure (wikipedia) was developed. the results of the search are presented in the form of graph. it is possible to explore the graph and search for graph elements interactively. adapted hits algorithm for synonym search, program architecture, and program work evaluation with test examples are presented in the paper. the proposed algorithm can be applied to a query expansion by synonyms (in a search engine) and a synonym dictionary forming.
1370	1169733	article	pnas	\N	\N	\N	5	93	\N	1996	\N	2007-03-17 19:40:09	\N	multiple {dna} and protein sequence alignment based on segment-to-segment comparison	in this paper, a new way to think about, and to construct, pairwise as well as multiple alignments of dna and protein sequences is proposed. rather than forcing alignments to either align single residues or to introduce gaps by defining an alignment as a path running right from the source up to the sink in the associated dot-matrix diagram, we propose to consider alignments as consistent equivalence relations defined on the set of all positions occurring in all sequences under consideration. we also propose constructing alignments from whole segments exhibiting highly significant overall similarity rather than by aligning individual residues. consequently, we present an alignment algorithm that (i) is based on segment-to-segment comparison instead of the commonly used residue-to-residue comparison and which (ii) avoids the well-known difficulties concerning the choice of appropriate gap penalties: gaps are not treated explicity, but remain as those parts of the sequences that do not belong to any of the aligned segments. finally, we discuss the application of our algorithm to two test examples and compare it with commonly used alignment methods. as a first example, we aligned a set of 11 dna sequences coding for functional helix-loop-helix proteins. though the sequences show only low overall similarity, our program correctly aligned all of the 11 functional sites, which was a unique result among the methods tested. as a by-product, the reading frames of the sequences were identified. next, we aligned a set of ribonuclease h proteins and compared our results with alignments produced by other programs as reported by mcclure et al. [mcclure, m. a., vasi, t. k. & fitch, w. m. (1994) mol. biol. evol. 11, 571-592]. our program was one of the best scoring programs. however, in contrast to other methods, our protein alignments are independent of user-defined parameters.
1371	1176143	article	nature neuroscience	\N	\N	\N	\N	\N	\N	2007	mar	2007-03-19 17:27:53	center for neurobiology and behavior, kolb research annex, columbia university college of physicians and surgeons, 1051 riverside drive, new york, new york 10032-2695, usa.	limits on the memory storage capacity of bounded synapses	memories maintained in patterns of synaptic connectivity are rapidly overwritten and destroyed by ongoing plasticity related to the storage of new memories. short memory lifetimes arise from the bounds that must be imposed on synaptic efficacy in any realistic model. we explored whether memory performance can be improved by allowing synapses to traverse a large number of states before reaching their bounds, or by changing the way these bounds are imposed. in the case of hard bounds, memory lifetimes grow proportional to the square of the number of synaptic states, but only if potentiation and depression are precisely balanced. improved performance can be obtained without fine tuning by imposing soft bounds, but this improvement is only linear with respect to the number of synaptic states. we explored several other possibilities and conclude that improving memory performance requires a more radical modification of the standard model of memory storage.
1372	1181456	article	wowmom	\N	\N	ieee computer society	11	0	\N	2006	\N	2007-03-23 09:20:16	los alamitos, ca, usa	network coding for wireless mesh networks: a case study	network coding is a new transmission paradigm that proved its strength in optimizing the usage of network resources. in this paper, we evaluate the gain from using network coding for file sharing applications running on top of wireless mesh networks. with extensive simulations carried out on a simulator we developed specifically for this study, we confirm that network coding can improve the performance of the file sharing application, but not as in wired networks. the main reason is that nodes over wireless cannot listen to different neighbors simultaneously. nevertheless, one can get more from network coding if the information transmission is made more diverse inside the network. we support this argument by varying the loss rate over wireless links and adding more sources. 1
1373	1181833	article	nature reviews. molecular cell biology	\N	\N	nature publishing group	11	8	4	2007	apr	2007-03-23 16:05:48	\N	the folding and evolution of multidomain proteins.	analyses of genomes show that more than 70\\% of eukaryotic proteins are composed of multiple domains. however, most studies of protein folding focus on individual domains and do not consider how interactions between domains might affect folding. here, we address this by analysing the three-dimensional structures of multidomain proteins that have been characterized experimentally and observe that where the interface is small and loosely packed, or unstructured, the folding of the domains is independent. furthermore, recent studies indicate that multidomain proteins have evolved mechanisms to minimize the problems of interdomain misfolding.
1374	1181873	article	science	\N	\N	american association for the advancement of science	3	315	5819	2007	mar	2007-03-23 17:01:34	\N	{crispr} provides acquired resistance against viruses in prokaryotes	clustered regularly interspaced short palindromic repeats ({crispr}) are a distinctive feature of the genomes of most bacteria and archaea and are thought to be involved in resistance to bacteriophages. we found that, after viral challenge, bacteria integrated new spacers derived from phage genomic sequences. removal or addition of particular spacers modified the phage-resistance phenotype of the cell. thus, {crispr}, together with associated cas genes, provided resistance against phages, and resistance specificity is determined by spacer-phage sequence similarity.
1375	1188027	article	science	\N	\N	\N	3	315	5819	2007	mar	2007-03-26 11:55:59	\N	tunability and noise dependence in differentiation dynamics	the dynamic process of differentiation depends on the architecture, quantitative parameters, and noise of underlying genetic circuits. however, it remains unclear how these elements combine to control cellular behavior. we analyzed the probabilistic and transient differentiation of bacillus subtilis cells into the state of competence. a few key parameters independently tuned the frequency of initiation and the duration of competence episodes and allowed the circuit to access different dynamic regimes, including oscillation. altering circuit architecture showed that the duration of competence events can be made more precise. we used an experimental method to reduce global cellular noise and showed that noise levels are correlated with frequency of differentiation events. together, the data reveal a noise-dependent circuit that is remarkably resilient and tunable in terms of its dynamic behavior.
1376	1193410	article	\N	\N	\N	\N	\N	\N	\N	-1	\N	2007-03-28 21:57:40	\N	collaborative filtering via gaussian probabilistic latent semantic analysis	collaborative filtering aims at learning predictive models of user preferences, interests or behavior from community data, i.e. a database of available user preferences. in this paper, we describe a new model-based algorithm designed for this task, which is based on a generalization of probabilistic latent semantic analysis to continuous-valued response variables. more specifically, we assume that the observed user ratings can be modeled as a mixture of user communities or interest groups, where users may participate probabilistically in one or more groups. each community is characterized by a gaussian distribution on the normalized ratings for each item. the normalization of ratings is performed in a user-specific manner to account for variations in absolute shift and variance of ratings. experiments on the eachmovie data set show that the proposed approach compares favorably with other collaborative filtering techniques.
1377	1198575	article	plos comput biol	\N	\N	public library of science	\N	3	3	2007	mar	2007-03-30 17:53:07	\N	ten simple rules for a successful collaboration	excerpt: scientific research has always been a collaborative undertaking, and this is particularly true today. for example, between 1981 and 2001, the average number of coauthors on a paper for the proceedings of the national academy of sciences u s a rose from 3.9 to 8.4 [1]. why the increase? biology has always been considered the study of living systems; many of us now think of it as the study of complex systems. understanding this complexity requires experts in many different domains. in short, these days success in being a biologist depends more on one's ability to collaborate than ever before. the medical research centers in the united kingdom figured this out long ago, and the new janelia farm research campus of the howard hughes medical institute in the united states has got the idea, as it strongly promotes intra- and inter-institutional collaborations [2]. given that collaboration is crucial, how do you go about picking the right collaborators, and how can you best make the collaboration work? here are ten simple rules based on our experience that we hope will help. additional suggestions can be found in the references [3,4]. above all, keep in mind that these rules are for both you and your collaborators. always remember to treat your collaborators as you would want to be treated yourself‚Äîempathy is key
1378	1201474	article	emotion	\N	\N	\N	19	7	1	2007	feb	2007-04-01 06:55:47	\N	the process of emotion inference	three experiments investigated the process of inferring emotions from brief descriptions of typical eliciting situations, using response time methodology. the initial hypothesis was that emotion inferences are mediated by inferred cognitive appraisals of the eliciting event (concerning e.g., its valence or the responsible agent). this hypothesis was contradicted by the finding of experiment 1 that emotion judgments are typically made faster than appraisal judgments. to explain this finding, it was hypothesized that emotion judgments are based on automatized (proceduralized) appraisal inferences. this hypothesis was tested in experiments 2 and 3 using a judgment facilitation paradigm. the results supported the proceduralization hypothesis by demonstrating that appraisal judgments are facilitated by prior emotion judgments.
1379	1201711	article	expert systems with applications	\N	\N	\N	11	33	1	2007	jul	2007-09-04 11:32:38	\N	educational data mining: a survey from 1995 to 2005	currently there is an increasing interest in data mining and educational systems, making educational data mining as a new growing research community. this paper surveys the application of data mining to traditional educational systems, particular web-based courses, well-known learning content management systems, and adaptive and intelligent web-based educational systems. each of these systems has different data source and objectives for knowledge discovering. after preprocessing the available data in each case, data mining techniques can be applied: statistics and visualization; clustering, classification and outlier detection; association rule mining and pattern mining; and text mining. the success of the plentiful work needs much more specialized work in order for educational data mining to become a mature area.
1380	1204337	inproceedings	\N	chi	\N	acm	1	\N	\N	2000	\N	2007-04-03 15:05:59	new york, ny, usa	timely reminders: a case study of temporal guidance in {pim} and email tools usage	we describe our research in progress that explores the use of  personal information management  ({pim}) tools in time and attempts to establish temporal attributes of information. we report on a short field study undertaken to examine relations between tools and information life-cycle. we propose four information types: prospective, ephemeral, working and retrospective. we outline relationships between {pim} tools, email and different types of information. we use this framework to explain problems observed with handling information.
1381	1204515	article	econometrica	\N	\N	\N	21	53	6	1985	\N	2007-04-03 15:29:28	\N	continuous auctions and insider trading	a dynamic model of insider trading with sequential auctions, structured to resemble a sequential equilibrium, is used to examine the informational content of prices, the liquidity characteristics of a speculative market, and the value of private information to an insider. the model has three kinds of traders: a single risk neutral insider, random noise traders, and competitive risk neutral market makers. the insider makes positive profits by exploiting his monopoly power optimally in a dynamic context, where noise trading provides camouflage which conceals his trading from market makers. as the time interval between auctions goes to zero, a limiting model of continuous trading is obtained. in this equilibrium, prices follow brownian motion, the depth of the market is constant over time, and all private information is incorporated into prices by the end of trading.
1382	1205857	article	innovate journal of online education	\N	\N	\N	\N	3	4	2007	\N	2007-04-04 13:36:10	\N	teaching and learning with the net generation	a decade ago, the first wave of the net generation began to enter college, forcing educational institutions to deal with a new population of learners with unique characteristics. with the net generation representing nearly 7\\% of the population today (bartlett 2005) and with nearly 49.5 million students enrolled in schools in 2003 (enrollment management report 2005), responding to the specific needs of this generation of learners is becoming increasingly important. the challenge of evolving pedagogy to meet the needs of net-savvy students is daunting, but educators are assisted by the fact that this generation values education. these students learn in a different way than their predecessors did, but they do want to learn. in this article we will define the characteristics of net geners' learning styles and discuss how educators can make the most of these particular traits.
1383	1205895	article	environmental microbiology	\N	\N	blackwell science ltd	9	6	9	2004	sep	2007-04-04 13:50:00	department of molecular ecology, genomics group, max planck institute for marine microbiology, d-28359 bremen, germany. ;  department of molecular ecology, max planck institute for marine microbiology, d-28359 bremen, germany.	application of tetranucleotide frequencies for the assignment of genomic fragments	a basic problem of the metagenomic approach in microbial ecology is the assignment of genomic fragments to a certain species or taxonomic group, when suitable marker genes are absent. currently, the (g†+†?c)-content together with phylogenetic information and codon adaptation for functional genes is mostly used to assess the relationship of different fragments. these methods, however, can produce ambiguous results. in order to evaluate sequence-based methods for fragment identification, we extensively compared (g†+†c)-contents and tetranucleotide usage patterns of 9054 fosmid-sized genomic fragments generated in silico from 118 completely sequenced bacterial genomes (40†982†931 fragment pairs were compared in total). the results of this systematic study show that the discriminatory power of correlations of tetranucleotide-derived z-scores is by far superior to that of differences in (g†+†c)-content and provides reasonable assignment probabilities when applied to metagenome libraries of small diversity. using six fully sequenced fosmid inserts from a metagenomic analysis of microbial consortia mediating the anaerobic oxidation of methane ({aom}), we demonstrate that discrimination based on tetranucleotide-derived z-score correlations was consistent with corresponding data from {16s} ribosomal {rna} sequence analysis and allowed us to discriminate between fosmid inserts that were indistinguishable with respect to their (g†+†c)-contents.
1384	1208448	article	nature	\N	\N	nature publishing group	6	446	7136	2007	apr	2007-04-10 16:52:31	\N	multimodal fast optical interrogation of neural circuitry.	our understanding of the cellular implementation of systems-level neural processes like action, thought and emotion has been limited by the availability of tools to interrogate specific classes of neural cells within intact, living brain tissue. here we identify and develop an archaeal light-driven chloride pump ({nphr}) from natronomonas pharaonis for temporally precise optical inhibition of neural activity. {nphr} allows either knockout of single action potentials, or sustained blockade of spiking. {nphr} is compatible with {chr2}, the previous optical excitation technology we have described, in that the two opposing probes operate at similar light powers but with well-separated action spectra. {nphr}, like {chr2}, functions in mammals without exogenous cofactors, and the two probes can be integrated with calcium imaging in mammalian brain tissue for bidirectional optical modulation and readout of neural activity. likewise, {nphr} and {chr2} can be targeted together to caenorhabditis elegans muscle and cholinergic motor neurons to control locomotion bidirectionally. {nphr} and {chr2} form a complete system for multimodal, high-speed, genetically targeted, all-optical interrogation of living neural circuits.
1385	1217461	article	plos genet	\N	\N	\N	\N	3	4	2007	apr	2007-04-08 23:05:22	\N	lifespan regulation by evolutionarily conserved genes essential for viability.	evolutionarily conserved mechanisms that control aging are predicted to have prereproductive functions in order to be subject to natural selection. genes that are essential for growth and development are highly conserved in evolution, but their role in longevity has not previously been assessed. we screened 2,700 genes essential for caenorhabditis elegans development and identified 64 genes that extend lifespan when inactivated postdevelopmentally. these candidate lifespan regulators are highly conserved from yeast to humans. classification of the candidate lifespan regulators into functional groups identified the expected insulin and metabolic pathways but also revealed enrichment for translation, {rna}, and chromatin factors. many of these essential gene inactivations extend lifespan as much as the strongest known regulators of aging. early gene inactivations of these essential genes caused growth arrest at larval stages, and some of these arrested animals live much longer than wild-type adults. daf-16 is required for the enhanced survival of arrested larvae, suggesting that the increased longevity is a physiological response to the essential gene inactivation. these results suggest that insulin-signaling pathways play a role in regulation of aging at any stage in life.
1386	1217723	proceedings	\N	\N	\N	\N	\N	\N	\N	-1	\N	2007-04-09 09:21:07	\N	{icwsm} || full paper || {tagassist}: automatic tag suggestion for blog posts	in this paper, we describe a system called tagassist that provides tag suggestions for new blog posts by utilizing existing tagged posts. the system is able to increase the quality of suggested tags by performing lossless compression over existing tag data. in addition, the system employs a set of metrics to evaluate the quality of a potential tag suggestion. coupled with the ability for users to manually add tags, tagassist can ease the burden of tagging and increase the utility of retrieval and browsing systems built on top of tagging data.
1387	1219929	article	plos computational biology	\N	\N	\N	\N	preprint	2007	2007	apr	2007-04-11 07:24:42	\N	binding site graphs: a new graph theoretical framework for prediction of transcription factor binding sites	computational prediction of nucleotide binding specificity for transcription factors remains a fundamental and largely unsolved problem. determination of binding positions is a prerequisite for research in gene regulation, a major mechanism controlling phenotypic diversity. furthermore, an accurate determination of binding specificities from high-throughput data sources is necessary to realize the full potential of systems biology. unfortunately, recently preformed independent evaluation showed that more than half of the predictions from most widely used algorithms are false. we introduce a graph-theoretical framework to describe local sequence similarity as the pair-wise distances between nucleotides in promoter sequences, and hypothesize that densely connected subgraphs are indicative of transcription factor binding sites. using a well-established sampling algorithm coupled with simple clustering and scoring schemes, we identify sets of closely related nucleotides and test those for known {tf} binding activity. using an independent benchmark, we find our algorithm predicts yeast binding motifs considerably better than currently available techniques and without manual curation. importantly, we reduce the number of false positive predictions in yeast to less than 30\\%. we also develop a framework to evaluate the statistical significance of our motif predictions. we show that our approach is robust to the choice of input promoters, and thus can be used in the context of predicting binding positions from noisy experimental data. we apply our method to identify binding sites using data from genome scale {chip}-chip experiments. results from these experiments are publicly available at {http://cagt10.bu.edu/bsg}/. the graphical framework developed here may be useful when combining predictions from numerous computational and experimental measures. finally, we discuss how our algorithm can be used to improve the sensitivity of computational predictions of transcription factor binding specificities.
1388	1222463	inproceedings	\N	cikm	\N	acm	7	\N	\N	2006	nov	2007-04-12 17:04:38	new york, ny, usa	bayesian adaptive user profiling with explicit \\& implicit feedback	research in information retrieval is now moving into a personalized scenario where a retrieval or filtering system maintains a separate user profile for each user. in this framework, information delivered to the user can be automatically personalized and catered to individual user's information needs. however, a practical concern for such a personalized system is the "cold start problem": any user new to the system must endure poor initial performance until sufficient feedback from that user is {provided.to} solve this problem, we use both explicit and implicit feedback to build a user's profile and use bayesian hierarchical methods to borrow information from existing users. we analyze the usefulness of implicit feedback and the adaptive performance of the model on two data sets gathered from user studies where users' interaction with a document, or  implicit feedback , were recorded along with explicit feedback. our results are two-fold: first, we demonstrate that the bayesian modeling approach effectively trades off between shared and user-specific information, alleviating poor initial performance for each user. second, we find that implicit feedback has very limited unstable predictive value by itself and only marginal value when combined with explicit feedback.
1389	1223530	article	science (new york, n.y.)	\N	\N	american association for the advancement of science	12	316	5822	2007	apr	2007-04-13 11:06:47	\N	evolutionary and biomedical insights from the rhesus macaque genome.	the rhesus macaque (macaca mulatta) is an abundant primate species that diverged from the ancestors of homo sapiens about 25 million years ago. because they are genetically and physiologically similar to humans, rhesus monkeys are the most widely used nonhuman primate in basic and applied biomedical research. we determined the genome sequence of an indian-origin macaca mulatta female and compared the data with chimpanzees and humans to reveal the structure of ancestral primate genomes and to identify evidence for positive selection and lineage-specific expansions and contractions of gene families. a comparison of sequences from individual animals was used to investigate their underlying genetic diversity. the complete description of the macaque genome blueprint enhances the utility of this animal model for biomedical research and improves our understanding of the basic biology of the species. 10.1126/science.1139247
1390	1226694	article	bmc evolutionary biology	\N	\N	\N	\N	7	1	2007	apr	2007-05-02 13:13:34	\N	analysis of epistatic interactions and fitness landscapes using a new geometric approach	{background}:understanding interactions between mutations and how they affect fitness is a central problem in evolutionary biology that bears on such fundamental issues as the structure of fitness landscapes and the evolution of sex. to date, analyses of fitness landscapes have focused either on the overall directional curvature of the fitness landscape or on the distribution of pairwise interactions. in this paper, we propose and employ a new mathematical approach that allows a more complete description of multi-way interactions and provides new insights into the structure of fitness {landscapes.results}:we apply the mathematical theory of gene interactions developed by beerenwinkel et al. to a fitness landscape for escherichia coli obtained by elena and lenski. the genotypes were constructed by introducing nine mutations into a wild-type strain and constructing a restricted set of 27 double mutants. despite the absence of mutants higher than second order, our analysis of this genotypic space points to previously unappreciated gene interactions, in addition to the standard pairwise epistasis. our analysis confirms elena and lenski's inference that the fitness landscape is complex, so that an overall measure of curvature obscures a diversity of interaction types. we also demonstrate that some mutations contribute disproportionately to this complexity. in particular, some mutations are systematically better than others at mixing with other mutations. we also find a strong correlation between epistasis and the average fitness loss caused by deleterious mutations. in particular, the epistatic deviations from multiplicative expectations tend toward more positive values in the context of more deleterious mutations, emphasizing that pairwise epistasis is a local property of the fitness landscape. finally, we determine the geometry of the fitness landscape, which reflects many of these biologically interesting {features.conclusion}:a full description of complex fitness landscapes requires more information than the average curvature or the distribution of independent pairwise interactions. we have proposed a mathematical approach that, in principle, allows a complete description and, in practice, can suggest new insights into the structure of real fitness landscapes. our analysis emphasizes the value of non-independent genotypes for these inferences.
1391	1229624	article	nature reviews. genetics	\N	\N	\N	8	8	5	2007	may	2007-04-16 11:59:14	christian de duve is at the christian de duve institute of cellular pathology (icp), 75 avenue hippocrate, bñ1200 brussels, belgium, and the rockefeller university, 1234 york avenue, new york, ny 10021, usa. deduve@icp.ucl.ac.be or cdeduve@rockefeller.edu.	the origin of eukaryotes: a reappraisal.	ever since the elucidation of the main structural and functional features of eukaryotic cells and subsequent discovery of the endosymbiotic origin of mitochondria and plastids, two opposing hypotheses have been proposed to account for the origin of eukaryotic cells. one hypothesis postulates that the main features of these cells, including their ability to capture food by endocytosis and to digest it intracellularly, were developed first, and later had a key role in the adoption of endosymbionts; the other proposes that the transformation was triggered by an interaction between two typical prokaryotic cells, one of which became the host and the other the endosymbiont. re-examination of this question in the light of cell-biological and phylogenetic data leads to the conclusion that the first model is more likely to be the correct one.
1392	1233025	article	ieee internet computing	\N	\N	\N	5	8	1	2004	\N	2007-04-18 07:58:22	\N	understanding link quality in 802.11 mobile ad hoc networks	mobile ad hoc wireless networks will extend the internet into new territory, making web services available "anytime, anywhere." this creates new markets in such areas as pervasive computing and traffic management. we show that the communication quality of current 802.11 ad hoc networks is low, and that users can experience strong fluctuations in link quality as a result. they identify key factors that cause these fluctuations and derive implications for application development. in particular, applications must tolerate frequent disconnections, network partitioning, and latency variations that are far more severe than in conventional networks.
1393	1233290	inproceedings	\N	proceedings of the 1st international workshop on semantic web services and web process composition, swswpc2004, lncs	\N	\N	\N	\N	\N	2004	\N	2007-04-18 09:55:54	san diego, usa	a survey of automated web service composition methods	in today‚Äôs web, web services are created and updated on the fly. it‚Äôs already beyond the human ability to analysis them and generate the composition plan manually. a number of approaches have been proposed to tackle that problem. most of them are inspired by the researches in cross-enterprise workflow and ai planning. this paper gives an overview of recent research efforts of automatic web service composition both from the workflow and ai planning research community.
1394	1247838	article	physical review letters	\N	\N	american physical society	\N	99	9	2007	aug	2007-04-24 14:17:11	\N	theory of ground state cooling of a mechanical oscillator using dynamical backaction	a quantum theory of cooling of a mechanical oscillator by radiation pressure-induced dynamical backaction is developed, which is analogous to sideband cooling of trapped ions. we find that final occupancies well below unity can be attained when the mechanical oscillation frequency is larger than the optical cavity linewidth. it is shown that the final average occupancy can be retrieved directly from the optical output spectrum.
1395	1259291	incollection	artificial life	mit press	\N	\N	\N	13	\N	2007	\N	2007-04-27 09:16:07	\N	evolving virtual creatures and catapults	doi: 10.1162/artl.2007.13.2.139 abstract we present a system that can evolve the morphology and the controller of virtual walking and block-throwing creatures (catapults) using a genetic algorithm. the system is based on sims' work, implemented as a flexible platform with an off-the-shelf dynamics engine. experiments aimed at evolving sims-type walkers resulted in the emergence of various realistic gaits while using fairly simple objective functions. due to the flexibility of the system, drastically different morphologies and functions evolved with only minor modifications to the system and objective function. for example, various throwing techniques evolved when selecting for catapults that propel a block as far as possible. among the strategies and morphologies evolved, we find the drop-kick strategy, as well as the systematic invention of the principle behind the wheel, when allowing mutations to the projectile.
1396	1260763	article	journal of personality and social psychology	\N	\N	\N	25	65	4	1993	oct	2007-04-27 17:47:09	\N	social loafing: a {meta-analytic} review and theoretical integration	social loafing is the tendency for individuals to expend less effort when working collectively than when working individually. a meta-analysis of 78 studies demonstrates that social loafing is robust and generalizes across tasks and s populations. a large number of variables were found to moderate social loafing. evaluation potential, expectations of co-worker performance, task meaningfulness, and culture had espeically strong influence. these findings are interpreted in the light of a collective effort model that integrates elements of expectancy-value, social identity, and self-validation theories.
1397	1261882	article	physical review letters	\N	\N	american physical society	\N	96	16	2006	apr	2007-04-28 02:23:10	\N	nonlinear theory for relativistic plasma wakefields in the blowout regime	we present a theory for nonlinear, multidimensional plasma waves with phase velocities near the speed of light. it is appropriate for describing plasma waves excited when all electrons are expelled out from a finite region by either the space charge of a short electron beam or the radiation pressure of a short intense laser. it works very well for the first bucket before phase mixing occurs. we separate the plasma response into a cavity or blowout region void of all electrons and a sheath of electrons just beyond the cavity. this simple model permits the derivation of a single equation for the boundary of the cavity. it works particularly well for narrow electron bunches and for short lasers with spot sizes matched to the radius of the cavity. it is also used to describe the structure of both the accelerating and focusing fields in the wake.
1398	1269699	article	circuits and systems for video technology, ieee transactions on	circuits and systems for video technology, ieee transactions on	\N	ieee	16	13	7	2003	jul	2007-05-01 06:31:04	\N	overview of the {h.264/avc} video coding standard	{h.264/avc} is newest video coding standard of the {itu}-t video coding experts group and the {iso}/{iec} moving picture experts group. the main goals of the {h.264/avc} standardization effort have been enhanced compression performance and provision of a "network-friendly" video representation addressing "conversational" (video telephony) and "nonconversational" (storage, broadcast, or streaming) applications. {h.264/avc} has achieved a significant improvement in rate-distortion efficiency relative to existing standards. this article provides an overview of the technical features of {h.264/avc}, describes profiles and applications for the standard, and outlines the history of the standardization process.
1399	1271262	article	bmc bioinformatics	\N	\N	\N	\N	8	1	2007	\N	2007-05-02 10:41:24	\N	pre-processing agilent microarray data	{background}:pre-processing methods for two-sample long oligonucleotide arrays, specifically the agilent technology, have not been extensively studied. the goal of this study is to quantify some of the sources of error that affect measurement of expression using agilent arrays and to compare agilent's feature extraction software with pre-processing methods that have become the standard for normalization of {cdna} arrays. these include log transformation followed by loess normalization with or without background subtraction and often a between array scale normalization procedure. the larger goal is to define best study design and pre-processing practices for agilent arrays, and we offer some {suggestions.results}:simple loess normalization without background subtraction produced the lowest variability. however, without background subtraction, fold changes were biased towards zero, particularly at low intensities. {roc} analysis of a spike-in experiment showed that differentially expressed genes are most reliably detected when background is not subtracted. loess normalization and no background subtraction yielded an {auc} of 99.7\\% compared with 88.8\\% for agilent processed fold changes. all methods performed well when error was taken into account by t- or z-statistics, {aucs} [greater than or equal to] 99.8\\%. a substantial proportion of genes showed dye effects, 43 ({99\\%ci} : 39\\%, 47\\%). however, these effects were generally small regardless of the pre-processing {method.conclusion}:simple loess normalization without background subtraction resulted in low variance fold changes that more reliably ranked gene expression than the other methods. while t-statistics and other measures that take variation into account, including agilent's z-statistic, can also be used to reliably select differentially expressed genes, fold changes are a standard measure of differential expression for exploratory work, cross platform comparison, and biological interpretation and can not be entirely replaced. although dye effects are small for most genes, many array features are affected. therefore, an experimental design that incorporates dye swaps or a common reference could be valuable.
1400	1279064	article	nature biotechnology	\N	\N	nature publishing group	7	25	5	2007	may	2007-05-09 12:14:35	\N	towards zoomable multidimensional maps of the cell	the detailed structure of molecular networks, including their dependence on conditions and time, are now routinely assayed by various experimental techniques. visualization is a vital aid in integrating and interpreting such data. we describe emerging approaches for representing and visualizing systems data and for achieving semantic zooming, or changes in information density concordant with scale. a central challenge is to move beyond the display of a static network to visualizations of networks as a function of time, space and cell state, which capture the adaptability of the cell. we consider approaches for representing the role of protein complexes in the cell cycle, displaying modules of metabolism in a hierarchical format, integrating experimental interaction data with structured vocabularies such as gene ontology categories and representing conserved interactions among orthologous groups of genes.
1401	1279899	inproceedings	\N	proceedings of the sigchi conference on human factors in computing systems	chi	acm	9	\N	\N	2007	\N	2007-05-05 20:34:44	new york, ny, usa	a familiar face(book): profile elements as signals in an online social network	using data from a popular online social network site, this paper explores the relationship between profile structure (namely, which fields are completed) and number of friends, giving designers insight into the importance of the profile and how it works to encourage connections and articulated relationships between users. we describe a theoretical framework that draws on aspects of signaling theory, common ground theory, and transaction costs theory to generate an understanding of why certain profile fields may be more predictive of friendship articulation on the site. using a dataset consisting of 30,773 facebook profiles, we determine which profile elements are most likely to predict friendship links and discuss the theoretical and design implications of our findings.
1402	1281087	article	nature	\N	\N	nature publishing group	4	403	6765	2000	jan	2007-05-06 22:30:39	\N	the language of covalent histone modifications	histone proteins and the nucleosomes they form with {dna} are the fundamental building blocks of eukaryotic chromatin. a diverse array of post-translational modifications that often occur on tail domains of these proteins has been well documented. although the function of these highly conserved modifications has remained elusive, converging biochemical and genetic evidence suggests functions in several chromatin-based processes. we propose that distinct histone modifications, on one or more tails, act sequentially or in combination to form a 'histone code' that is, read by other proteins to bring about distinct downstream events.
1403	1282453	article	trends in genetics : tig	\N	\N	elsevier trends journals	8	23	4	2007	apr	2007-05-07 23:55:19	department of biochemistry, emory university school of medicine, atlanta, ga 30322, usa; center for bioinformatics, emory university school of medicine, atlanta, ga 30322, usa.	which transposable elements are active in the human genome?	although a large proportion (44\\%) of the human genome is occupied by transposons and transposon-like repetitive elements, only a small proportion (<0.05\\%) of these elements remain active today. recent evidence indicates that approximately 35-40 subfamilies of alu, l1 and {sva} elements (and possibly {herv}-k elements) remain actively mobile in the human genome. these active transposons are of great interest because they continue to produce genetic diversity in human populations and also cause human diseases by integrating into genes. in this review, we examine these active human transposons and explore mechanistic factors that influence their mobilization.
